"","year","from","to","points","contig","comlang_off","colony","dist","rank","from_number","to_number"
"22461",2012,"Iceland","Iceland",-1,0,0,0,120.6064,-1,19,19
"22462",2012,"Iceland","Ireland",4,0,0,0,1499.031,7,19,7
"22463",2012,"Iceland","Israel",0,0,0,0,5242.824,11,19,13
"22464",2012,"Iceland","Italy",0,0,0,0,3307.978,11,19,21
"22465",2012,"Iceland","Malta",0,0,0,0,3978.502,11,19,20
"22466",2012,"Iceland","Norway",1,0,0,0,1749.596,10,19,5
"22467",2012,"Iceland","Portugal",0,0,0,0,2952.572,11,19,9
"22468",2012,"Iceland","Slovenia",0,0,0,0,2999.913,11,19,23
"22469",2012,"Iceland","Spain",2,0,0,0,2894.701,9,19,1
"22470",2012,"Iceland","Sweden",12,0,0,0,2138.135,1,19,6
"22471",2012,"Iceland","Switzerland",0,0,0,0,2617.349,11,19,10
"22472",2012,"Iceland","The Netherlands",0,0,0,0,2022.635,11,19,11
"22473",2012,"Iceland","Turkey",0,0,0,0,4123.079,11,19,15
"22474",2012,"Iceland","United Kingdom",0,0,0,0,1891.859,11,19,2
"22476",2012,"Ireland","Austria",0,0,0,0,1681.996,11,7,16
"22477",2012,"Ireland","Belgium",0,0,0,0,775.6281,11,7,8
"22478",2012,"Ireland","Croatia",0,0,0,0,1799.206,11,7,22
"22479",2012,"Ireland","Cyprus",0,0,0,0,3680.572,11,7,18
"22480",2012,"Ireland","Denmark",0,0,0,0,1240.498,11,7,17
"22481",2012,"Ireland","Estonia",8,0,0,0,2005.127,3,7,24
"22482",2012,"Ireland","Finland",0,0,0,0,2028.749,11,7,12
"22483",2012,"Ireland","France",0,0,0,0,778.2031,11,7,3
"22484",2012,"Ireland","Germany",10,0,0,0,920.8693,2,7,4
"22485",2012,"Ireland","Greece",0,0,0,0,2855.222,11,7,14
"22486",2012,"Ireland","Iceland",0,0,0,0,1499.031,11,7,19
"22487",2012,"Ireland","Ireland",-1,0,0,0,99.71606,-1,7,7
"22488",2012,"Ireland","Israel",0,0,1,0,4019.906,11,7,13
"22489",2012,"Ireland","Italy",2,0,0,0,1887.733,9,7,21
"22490",2012,"Ireland","Malta",0,0,1,0,2525.637,11,7,20
"22491",2012,"Ireland","Norway",0,0,0,0,1267.015,11,7,5
"22492",2012,"Ireland","Portugal",0,0,0,0,1639.821,11,7,9
"22493",2012,"Ireland","Slovenia",0,0,0,0,1689.878,11,7,23
"22494",2012,"Ireland","Spain",0,0,0,0,1450.236,11,7,1
"22495",2012,"Ireland","Sweden",12,0,0,0,1631.147,1,7,6
"22496",2012,"Ireland","Switzerland",0,0,0,0,1203.958,11,7,10
"22497",2012,"Ireland","The Netherlands",0,0,0,0,756.7269,11,7,11
"22498",2012,"Ireland","Turkey",0,0,0,0,2953.092,11,7,15
"22499",2012,"Ireland","United Kingdom",4,1,1,1,460.4115,7,7,2
"22501",2012,"Israel","Austria",0,0,0,0,2369.546,11,13,16
"22502",2012,"Israel","Belgium",0,0,0,0,3245.262,11,13,8
"22503",2012,"Israel","Croatia",0,0,0,0,2220.875,11,13,22
"22504",2012,"Israel","Cyprus",3,0,0,0,365.6896,8,13,18
"22505",2012,"Israel","Denmark",0,0,0,0,3141.281,11,13,17
"22506",2012,"Israel","Estonia",0,0,0,0,3132.21,11,13,24
"22507",2012,"Israel","Finland",0,0,0,0,3203.884,11,13,12
"22508",2012,"Israel","France",0,0,0,0,3281.899,11,13,3
"22509",2012,"Israel","Germany",0,0,0,0,3122.905,11,13,4
"22510",2012,"Israel","Greece",2,0,0,0,1200.514,9,13,14
"22511",2012,"Israel","Iceland",0,0,0,0,5242.824,11,13,19
"22512",2012,"Israel","Ireland",0,0,1,0,4019.906,11,13,7
"22513",2012,"Israel","Israel",-1,0,0,0,55.30593,-1,13,13
"22514",2012,"Israel","Italy",4,0,0,0,2250.53,7,13,21
"22515",2012,"Israel","Malta",0,0,1,0,1911.07,11,13,20
"22516",2012,"Israel","Norway",0,0,0,0,3567.665,11,13,5
"22517",2012,"Israel","Portugal",0,0,0,0,4011.559,11,13,9
"22518",2012,"Israel","Slovenia",0,0,0,0,2330.303,11,13,23
"22519",2012,"Israel","Spain",10,0,0,0,3546.182,2,13,1
"22520",2012,"Israel","Sweden",12,0,0,0,3277.226,1,13,6
"22521",2012,"Israel","Switzerland",0,0,0,0,2847.535,11,13,10
"22522",2012,"Israel","The Netherlands",0,0,0,0,3296.282,11,13,11
"22523",2012,"Israel","Turkey",1,0,0,0,1123.008,10,13,15
"22524",2012,"Israel","United Kingdom",0,0,1,1,3561.059,11,13,2
"22526",2012,"Italy","Austria",0,1,0,0,767.4132,11,21,16
"22527",2012,"Italy","Belgium",0,0,0,0,1174.904,11,21,8
"22528",2012,"Italy","Croatia",0,0,0,0,517.0557,11,21,22
"22529",2012,"Italy","Cyprus",5,0,0,0,1957.84,6,21,18
"22530",2012,"Italy","Denmark",2,0,0,0,1534.086,9,21,17
"22531",2012,"Italy","Estonia",0,0,0,0,2126.436,11,21,24
"22532",2012,"Italy","Finland",0,0,0,0,2203.158,11,21,12
"22533",2012,"Italy","France",0,1,0,0,1109.901,11,21,3
"22534",2012,"Italy","Germany",8,0,0,0,1146.023,3,21,4
"22535",2012,"Italy","Greece",0,0,0,0,1050.411,11,21,14
"22536",2012,"Italy","Iceland",0,0,0,0,3307.978,11,21,19
"22537",2012,"Italy","Ireland",0,0,0,0,1887.733,11,21,7
"22538",2012,"Italy","Israel",0,0,0,0,2250.53,11,21,13
"22539",2012,"Italy","Italy",-1,0,0,0,206.4667,-1,21,21
"22540",2012,"Italy","Malta",0,0,0,0,688.7803,11,21,20
"22541",2012,"Italy","Norway",0,0,0,0,2010.678,11,21,5
"22542",2012,"Italy","Portugal",0,0,0,0,1864.041,11,21,9
"22543",2012,"Italy","Slovenia",0,1,0,0,492.3427,11,21,23
"22544",2012,"Italy","Spain",0,0,0,0,1366.76,11,21,1
"22545",2012,"Italy","Sweden",0,0,0,0,1980.122,11,21,6
"22546",2012,"Italy","Switzerland",0,1,1,0,692.6592,11,21,10
"22547",2012,"Italy","The Netherlands",0,0,0,0,1297.695,11,21,11
"22548",2012,"Italy","Turkey",0,0,0,0,1373.27,11,21,15
"22549",2012,"Italy","United Kingdom",0,0,0,0,1438.425,11,21,2
"22551",2012,"Malta","Austria",0,0,0,0,1379.07,11,20,16
"22552",2012,"Malta","Belgium",0,0,0,0,1851.035,11,20,8
"22553",2012,"Malta","Croatia",0,0,0,0,1108.396,11,20,22
"22554",2012,"Malta","Cyprus",0,0,0,0,1703.866,11,20,18
"22555",2012,"Malta","Denmark",0,0,0,0,2204.997,11,20,17
"22556",2012,"Malta","Estonia",0,0,0,0,2719.935,11,20,24
"22557",2012,"Malta","Finland",0,0,0,0,2799.607,11,20,12
"22558",2012,"Malta","France",0,0,0,0,1752.693,11,20,3
"22559",2012,"Malta","Germany",2,0,0,0,1833.687,9,20,4
"22560",2012,"Malta","Greece",0,0,0,0,850.6025,11,20,14
"22561",2012,"Malta","Iceland",0,0,0,0,3978.502,11,20,19
"22562",2012,"Malta","Ireland",0,0,1,0,2525.637,11,20,7
"22563",2012,"Malta","Israel",0,0,1,0,1911.07,11,20,13
"22564",2012,"Malta","Italy",10,0,0,0,688.7803,2,20,21
"22565",2012,"Malta","Malta",-1,0,0,0,6.686169,-1,20,20
"22566",2012,"Malta","Norway",0,0,0,0,2686.866,11,20,5
"22567",2012,"Malta","Portugal",0,0,0,0,2112.431,11,20,9
"22568",2012,"Malta","Slovenia",0,0,0,0,1131.545,11,20,23
"22569",2012,"Malta","Spain",0,0,0,0,1670.797,11,20,1
"22570",2012,"Malta","Sweden",6,0,0,0,2620.794,5,20,6
"22571",2012,"Malta","Switzerland",0,0,0,0,1363.745,11,20,10
"22572",2012,"Malta","The Netherlands",0,0,0,0,1981.948,11,20,11
"22573",2012,"Malta","Turkey",8,0,0,0,1377.856,3,20,15
"22574",2012,"Malta","United Kingdom",0,0,1,1,2092.273,11,20,2
"22576",2012,"Norway","Austria",0,0,0,0,1351.699,11,5,16
"22577",2012,"Norway","Belgium",0,0,0,0,1087.773,11,5,8
"22578",2012,"Norway","Croatia",0,0,0,0,1608.583,11,5,22
"22579",2012,"Norway","Cyprus",0,0,0,0,3202.21,11,5,18
"22580",2012,"Norway","Denmark",2,0,0,0,485.3148,9,5,17
"22581",2012,"Norway","Estonia",7,0,0,0,787.4166,4,5,24
"22582",2012,"Norway","Finland",0,1,0,0,791.2361,11,5,12
"22583",2012,"Norway","France",0,0,0,0,1342.89,11,5,3
"22584",2012,"Norway","Germany",3,0,0,0,969.2816,8,5,4
"22585",2012,"Norway","Greece",0,0,0,0,2606.405,11,5,14
"22586",2012,"Norway","Iceland",5,0,0,0,1749.596,6,5,19
"22587",2012,"Norway","Ireland",0,0,0,0,1267.015,11,5,7
"22588",2012,"Norway","Israel",0,0,0,0,3567.665,11,5,13
"22589",2012,"Norway","Italy",4,0,0,0,2010.678,7,5,21
"22590",2012,"Norway","Malta",0,0,0,0,2686.866,11,5,20
"22591",2012,"Norway","Norway",-1,0,0,0,214.0129,-1,5,5
"22592",2012,"Norway","Portugal",0,0,0,0,2739.748,11,5,9
"22593",2012,"Norway","Slovenia",0,0,0,0,1561.207,11,5,23
"22594",2012,"Norway","Spain",0,0,0,0,2390.782,11,5,1
"22595",2012,"Norway","Sweden",12,1,0,0,417.5658,1,5,6
"22596",2012,"Norway","Switzerland",0,0,0,0,1459.379,11,5,10
"22597",2012,"Norway","The Netherlands",0,0,0,0,916.1565,11,5,11
"22598",2012,"Norway","Turkey",0,0,0,0,2447.23,11,5,15
"22599",2012,"Norway","United Kingdom",0,0,0,0,1157.104,11,5,2
"22601",2012,"Portugal","Austria",0,0,0,0,2299.266,11,9,16
"22602",2012,"Portugal","Belgium",0,0,0,0,1711.396,11,9,8
"22603",2012,"Portugal","Croatia",0,0,0,0,2200.561,11,9,22
"22604",2012,"Portugal","Cyprus",0,0,0,0,3766.31,11,9,18
"22605",2012,"Portugal","Denmark",0,0,0,0,2478.47,11,9,17
"22606",2012,"Portugal","Estonia",7,0,0,0,3311.847,4,9,24
"22607",2012,"Portugal","Finland",0,0,0,0,3362.978,11,9,12
"22608",2012,"Portugal","France",0,0,0,0,1452.86,11,9,3
"22609",2012,"Portugal","Germany",10,0,0,0,1892.032,2,9,4
"22610",2012,"Portugal","Greece",0,0,0,0,2853.773,11,9,14
"22611",2012,"Portugal","Iceland",0,0,0,0,2952.572,11,9,19
"22612",2012,"Portugal","Ireland",0,0,0,0,1639.821,11,9,7
"22613",2012,"Portugal","Israel",0,0,0,0,4011.559,11,9,13
"22614",2012,"Portugal","Italy",2,0,0,0,1864.041,9,9,21
"22615",2012,"Portugal","Malta",0,0,0,0,2112.431,11,9,20
"22616",2012,"Portugal","Norway",0,0,0,0,2739.748,11,9,5
"22617",2012,"Portugal","Portugal",-1,0,0,0,114.3257,-1,9,9
"22618",2012,"Portugal","Slovenia",0,0,0,0,2096.808,11,9,23
"22619",2012,"Portugal","Spain",12,1,0,0,500.9223,1,9,1
"22620",2012,"Portugal","Sweden",3,0,0,0,2990.966,8,9,6
"22621",2012,"Portugal","Switzerland",0,0,0,0,1626.974,11,9,10
"22622",2012,"Portugal","The Netherlands",0,0,0,0,1862.043,11,9,11
"22623",2012,"Portugal","Turkey",0,0,0,0,3236.776,11,9,15
"22624",2012,"Portugal","United Kingdom",0,0,0,0,1583.091,11,9,2
"22626",2012,"Slovenia","Austria",0,1,0,1,277.8844,11,23,16
"22627",2012,"Slovenia","Belgium",0,0,0,0,916.7943,11,23,8
"22628",2012,"Slovenia","Croatia",0,1,0,0,117.3451,11,23,22
"22629",2012,"Slovenia","Cyprus",0,0,0,0,1994.669,11,23,18
"22630",2012,"Slovenia","Denmark",0,0,0,0,1076.812,11,23,17
"22631",2012,"Slovenia","Estonia",0,0,0,0,1634.182,11,23,24
"22632",2012,"Slovenia","Finland",0,0,0,0,1710.822,11,23,12
"22633",2012,"Slovenia","France",0,0,0,0,965.7366,11,23,3
"22634",2012,"Slovenia","Germany",2,0,0,0,814.8665,9,23,4
"22635",2012,"Slovenia","Greece",0,0,0,0,1176.784,11,23,14
"22636",2012,"Slovenia","Iceland",4,0,0,0,2999.913,7,23,19
"22637",2012,"Slovenia","Ireland",0,0,0,0,1689.878,11,23,7
"22638",2012,"Slovenia","Israel",0,0,0,0,2330.303,11,23,13
"22639",2012,"Slovenia","Italy",5,1,0,0,492.3427,6,23,21
"22640",2012,"Slovenia","Malta",0,0,0,0,1131.545,11,23,20
"22641",2012,"Slovenia","Norway",0,0,0,0,1561.207,11,23,5
"22642",2012,"Slovenia","Portugal",0,0,0,0,2096.808,11,23,9
"22643",2012,"Slovenia","Slovenia",-1,0,0,0,53.53165,-1,23,23
"22644",2012,"Slovenia","Spain",0,0,0,0,1600.555,11,23,1
"22645",2012,"Slovenia","Sweden",10,0,0,0,1495.673,2,23,6
"22646",2012,"Slovenia","Switzerland",0,0,0,0,549.9726,11,23,10
"22647",2012,"Slovenia","The Netherlands",0,0,0,0,986.5178,11,23,11
"22648",2012,"Slovenia","Turkey",0,0,0,0,1290.683,11,23,15
"22649",2012,"Slovenia","United Kingdom",0,0,0,0,1230.756,11,23,2
"22651",2012,"Spain","Austria",0,0,0,0,1811.999,11,1,16
"22652",2012,"Spain","Belgium",0,0,0,0,1316.64,11,1,8
"22653",2012,"Spain","Croatia",0,0,0,0,1702.46,11,1,22
"22654",2012,"Spain","Cyprus",5,0,0,0,3288.066,6,1,18
"22655",2012,"Spain","Denmark",0,0,0,0,2074.977,11,1,17
"22656",2012,"Spain","Estonia",6,0,0,0,2895.384,5,1,24
"22657",2012,"Spain","Finland",0,0,0,0,2952.195,11,1,12
"22658",2012,"Spain","France",0,1,0,0,1054.656,11,1,3
"22659",2012,"Spain","Germany",3,0,0,0,1479.332,8,1,4
"22660",2012,"Spain","Greece",0,0,0,0,2372.903,11,1,14
"22661",2012,"Spain","Iceland",4,0,0,0,2894.701,7,1,19
"22662",2012,"Spain","Ireland",0,0,0,0,1450.236,11,1,7
"22663",2012,"Spain","Israel",0,0,0,0,3546.182,11,1,13
"22664",2012,"Spain","Italy",1,0,0,0,1366.76,10,1,21
"22665",2012,"Spain","Malta",0,0,0,0,1670.797,11,1,20
"22666",2012,"Spain","Norway",0,0,0,0,2390.782,11,1,5
"22667",2012,"Spain","Portugal",0,1,0,0,500.9223,11,1,9
"22668",2012,"Spain","Slovenia",0,0,0,0,1600.555,11,1,23
"22669",2012,"Spain","Spain",-1,0,0,0,267.5404,-1,1,1
"22670",2012,"Spain","Sweden",12,0,0,0,2596.908,1,1,6
"22671",2012,"Spain","Switzerland",0,0,0,0,1153.117,11,1,10
"22672",2012,"Spain","The Netherlands",0,0,0,0,1481.366,11,1,11
"22673",2012,"Spain","Turkey",0,0,0,0,2740.029,11,1,15
"22674",2012,"Spain","United Kingdom",0,0,0,0,1263.379,11,1,2
"22676",2012,"Sweden","Austria",0,0,0,0,1242.31,11,6,16
"22677",2012,"Sweden","Belgium",0,0,0,0,1283.716,11,6,8
"22678",2012,"Sweden","Croatia",0,0,0,0,1512.846,11,6,22
"22679",2012,"Sweden","Cyprus",12,0,0,0,2912.221,1,6,18
"22680",2012,"Sweden","Denmark",0,0,0,0,523.7871,11,6,17
"22681",2012,"Sweden","Estonia",8,0,0,1,377.9402,3,6,24
"22682",2012,"Sweden","Finland",0,1,1,1,397.8922,11,6,12
"22683",2012,"Sweden","France",2,0,0,0,1545.797,9,6,3
"22684",2012,"Sweden","Germany",0,0,0,0,1118.929,11,6,4
"22685",2012,"Sweden","Greece",0,0,0,0,2408.377,11,6,14
"22686",2012,"Sweden","Iceland",0,0,0,0,2138.135,11,6,19
"22687",2012,"Sweden","Ireland",5,0,0,0,1631.147,6,6,7
"22688",2012,"Sweden","Israel",0,0,0,0,3277.226,11,6,13
"22689",2012,"Sweden","Italy",0,0,0,0,1980.122,11,6,21
"22690",2012,"Sweden","Malta",0,0,0,0,2620.794,11,6,20
"22691",2012,"Sweden","Norway",3,1,0,0,417.5658,8,6,5
"22692",2012,"Sweden","Portugal",0,0,0,0,2990.966,11,6,9
"22693",2012,"Sweden","Slovenia",0,0,0,0,1495.673,11,6,23
"22694",2012,"Sweden","Spain",4,0,0,0,2596.908,7,6,1
"22695",2012,"Sweden","Sweden",-1,0,0,0,252.3032,-1,6,6
"22696",2012,"Sweden","Switzerland",0,0,0,0,1546.508,11,6,10
"22697",2012,"Sweden","The Netherlands",0,0,0,0,1128.93,11,6,11
"22698",2012,"Sweden","Turkey",6,0,0,0,2172.529,5,6,15
"22699",2012,"Sweden","United Kingdom",0,0,0,0,1437.571,11,6,2
"22701",2012,"Switzerland","Austria",0,1,1,0,684.8875,11,10,16
"22702",2012,"Switzerland","Belgium",0,0,1,0,487.4555,11,10,8
"22703",2012,"Switzerland","Croatia",0,0,0,0,667.2937,11,10,22
"22704",2012,"Switzerland","Cyprus",0,0,0,0,2523.252,11,10,18
"22705",2012,"Switzerland","Denmark",0,0,0,0,1033.508,11,10,17
"22706",2012,"Switzerland","Estonia",0,0,0,0,1794.213,11,10,24
"22707",2012,"Switzerland","Finland",0,0,0,0,1859.36,11,10,12
"22708",2012,"Switzerland","France",6,1,1,0,436.0778,5,10,3
"22709",2012,"Switzerland","Germany",4,1,1,0,503.8007,7,10,4
"22710",2012,"Switzerland","Greece",0,0,0,0,1662.651,11,10,14
"22711",2012,"Switzerland","Iceland",0,0,0,0,2617.349,11,10,19
"22712",2012,"Switzerland","Ireland",0,0,0,0,1203.958,11,10,7
"22713",2012,"Switzerland","Israel",0,0,0,0,2847.535,11,10,13
"22714",2012,"Switzerland","Italy",5,1,1,0,692.6592,6,10,21
"22715",2012,"Switzerland","Malta",0,0,0,0,1363.745,11,10,20
"22716",2012,"Switzerland","Norway",0,0,0,0,1459.379,11,10,5
"22717",2012,"Switzerland","Portugal",0,0,0,0,1626.974,11,10,9
"22718",2012,"Switzerland","Slovenia",0,0,0,0,549.9726,11,10,23
"22719",2012,"Switzerland","Spain",8,0,0,0,1153.117,3,10,1
"22720",2012,"Switzerland","Sweden",7,0,0,0,1546.508,4,10,6
"22721",2012,"Switzerland","Switzerland",-1,0,0,0,76.42681,-1,10,10
"22722",2012,"Switzerland","The Netherlands",0,0,0,0,628.025,11,10,11
"22723",2012,"Switzerland","Turkey",3,0,0,0,1837.154,8,10,15
"22724",2012,"Switzerland","United Kingdom",0,0,0,0,748.7117,11,10,2
"22726",2012,"The Netherlands","Austria",0,0,0,0,934.7828,11,11,16
"22727",2012,"The Netherlands","Belgium",0,1,1,0,173.0333,11,11,8
"22728",2012,"The Netherlands","Croatia",0,0,0,0,1085.255,11,11,22
"22729",2012,"The Netherlands","Cyprus",0,0,0,0,2949.04,11,11,18
"22730",2012,"The Netherlands","Denmark",0,0,0,0,622.9741,11,11,17
"22731",2012,"The Netherlands","Estonia",7,0,0,0,1459.083,4,11,24
"22732",2012,"The Netherlands","Finland",0,0,0,0,1505.523,11,11,12
"22733",2012,"The Netherlands","France",0,0,0,0,427.9169,11,11,3
"22734",2012,"The Netherlands","Germany",2,1,0,0,173.5239,9,11,4
"22735",2012,"The Netherlands","Greece",0,0,0,0,2162.912,11,11,14
"22736",2012,"The Netherlands","Iceland",0,0,0,0,2022.635,11,11,19
"22737",2012,"The Netherlands","Ireland",5,0,0,0,756.7269,6,11,7
"22738",2012,"The Netherlands","Israel",0,0,0,0,3296.282,11,11,13
"22739",2012,"The Netherlands","Italy",0,0,0,0,1297.695,11,11,21
"22740",2012,"The Netherlands","Malta",0,0,0,0,1981.948,11,11,20
"22741",2012,"The Netherlands","Norway",3,0,0,0,916.1565,8,11,5
"22742",2012,"The Netherlands","Portugal",0,0,0,0,1862.043,11,11,9
"22743",2012,"The Netherlands","Slovenia",0,0,0,0,986.5178,11,11,23
"22744",2012,"The Netherlands","Spain",6,0,0,0,1481.366,5,11,1
"22745",2012,"The Netherlands","Sweden",12,0,0,0,1128.93,1,11,6
"22746",2012,"The Netherlands","Switzerland",0,0,0,0,628.025,11,11,10
"22747",2012,"The Netherlands","The Netherlands",-1,0,0,0,76.95715,-1,11,11
"22748",2012,"The Netherlands","Turkey",8,0,0,0,2209.789,3,11,15
"22749",2012,"The Netherlands","United Kingdom",0,0,0,0,360.315,11,11,2
"22751",2012,"Turkey","Austria",0,0,0,0,1275.02,11,15,16
"22752",2012,"Turkey","Belgium",0,0,0,0,2179.392,11,15,8
"22753",2012,"Turkey","Croatia",0,0,0,0,1174.147,11,15,22
"22754",2012,"Turkey","Cyprus",0,0,1,1,759.5555,11,15,18
"22755",2012,"Turkey","Denmark",0,0,0,0,2018.479,11,15,17
"22756",2012,"Turkey","Estonia",0,0,0,0,2066.79,11,15,24
"22757",2012,"Turkey","Finland",0,0,0,0,2143.137,11,15,12
"22758",2012,"Turkey","France",0,0,0,0,2255.81,11,15,3
"22759",2012,"Turkey","Germany",0,0,0,0,2038.332,11,15,4
"22760",2012,"Turkey","Greece",3,1,0,1,560.7139,8,15,14
"22761",2012,"Turkey","Iceland",0,0,0,0,4123.079,11,15,19
"22762",2012,"Turkey","Ireland",0,0,0,0,2953.092,11,15,7
"22763",2012,"Turkey","Israel",0,0,0,0,1123.008,11,15,13
"22764",2012,"Turkey","Italy",0,0,0,0,1373.27,11,15,21
"22765",2012,"Turkey","Malta",2,0,0,0,1377.856,9,15,20
"22766",2012,"Turkey","Norway",0,0,0,0,2447.23,11,15,5
"22767",2012,"Turkey","Portugal",0,0,0,0,3236.776,11,15,9
"22768",2012,"Turkey","Slovenia",0,0,0,0,1290.683,11,15,23
"22769",2012,"Turkey","Spain",0,0,0,0,2740.029,11,15,1
"22770",2012,"Turkey","Sweden",6,0,0,0,2172.529,5,15,6
"22771",2012,"Turkey","Switzerland",0,0,0,0,1837.154,11,15,10
"22772",2012,"Turkey","The Netherlands",0,0,0,0,2209.789,11,15,11
"22773",2012,"Turkey","Turkey",-1,0,0,0,332.3085,-1,15,15
"22774",2012,"Turkey","United Kingdom",0,0,0,0,2501.886,11,15,2
"22776",2012,"United Kingdom","Austria",0,0,0,0,1238.199,11,2,16
"22777",2012,"United Kingdom","Belgium",0,0,0,0,323.7796,11,2,8
"22778",2012,"United Kingdom","Croatia",0,0,0,0,1341.216,11,2,22
"22779",2012,"United Kingdom","Cyprus",0,0,0,1,3223.638,11,2,18
"22780",2012,"United Kingdom","Denmark",0,0,0,0,959.5936,11,2,17
"22781",2012,"United Kingdom","Estonia",4,0,0,0,1787.092,7,2,24
"22782",2012,"United Kingdom","Finland",0,0,0,0,1826.928,11,2,12
"22783",2012,"United Kingdom","France",0,0,0,0,342.9475,11,2,3
"22784",2012,"United Kingdom","Germany",6,0,0,0,495.3633,5,2,4
"22785",2012,"United Kingdom","Greece",0,0,0,0,2394.85,11,2,14
"22786",2012,"United Kingdom","Iceland",0,0,0,0,1891.859,11,2,19
"22787",2012,"United Kingdom","Ireland",10,1,1,1,460.4115,2,2,7
"22788",2012,"United Kingdom","Israel",0,0,1,1,3561.059,11,2,13
"22789",2012,"United Kingdom","Italy",0,0,0,0,1438.425,11,2,21
"22790",2012,"United Kingdom","Malta",5,0,1,1,2092.273,6,2,20
"22791",2012,"United Kingdom","Norway",0,0,0,0,1157.104,11,2,5
"22792",2012,"United Kingdom","Portugal",0,0,0,0,1583.091,11,2,9
"22793",2012,"United Kingdom","Slovenia",0,0,0,0,1230.756,11,2,23
"22794",2012,"United Kingdom","Spain",8,0,0,0,1263.379,3,2,1
"22795",2012,"United Kingdom","Sweden",12,0,0,0,1437.571,1,2,6
"22796",2012,"United Kingdom","Switzerland",0,0,0,0,748.7117,11,2,10
"22797",2012,"United Kingdom","The Netherlands",0,0,0,0,360.315,11,2,11
"22798",2012,"United Kingdom","Turkey",1,0,0,0,2501.886,10,2,15
"22799",2012,"United Kingdom","United Kingdom",-1,0,0,0,185.8346,-1,2,2
"22801",2013,"Austria","Austria",-1,0,0,0,108.9196,-1,16,16
"22802",2013,"Austria","Belgium",3,0,1,0,914.4633,8,16,8
"22803",2013,"Austria","Croatia",0,0,0,1,270.6798,11,16,22
"22804",2013,"Austria","Cyprus",0,0,0,0,2017.949,11,16,18
"22805",2013,"Austria","Denmark",5,0,0,0,868.5304,6,16,17
"22806",2013,"Austria","Estonia",0,0,0,0,1360.358,11,16,24
"22807",2013,"Austria","Finland",0,0,0,0,1437.813,11,16,12
"22808",2013,"Austria","France",0,0,0,0,1035.144,11,16,3
"22809",2013,"Austria","Germany",6,1,1,0,763.7314,5,16,4
"22810",2013,"Austria","Greece",7,0,0,0,1283.6,4,16,14
"22811",2013,"Austria","Iceland",0,0,0,0,2891.521,11,16,19
"22812",2013,"Austria","Ireland",0,0,0,0,1681.996,11,16,7
"22813",2013,"Austria","Israel",0,0,0,0,2369.546,11,16,13
"22814",2013,"Austria","Italy",10,1,0,0,767.4132,2,16,21
"22815",2013,"Austria","Malta",0,0,0,0,1379.07,11,16,20
"22816",2013,"Austria","Norway",0,0,0,0,1351.699,11,16,5
"22817",2013,"Austria","Portugal",0,0,0,0,2299.266,11,16,9
"22818",2013,"Austria","Slovenia",0,1,0,1,277.8844,11,16,23
"22819",2013,"Austria","Spain",0,0,0,0,1811.999,11,16,1
"22820",2013,"Austria","Sweden",0,0,0,0,1242.31,11,16,6
"22821",2013,"Austria","Switzerland",0,1,1,0,684.8875,11,16,10
"22822",2013,"Austria","The Netherlands",8,0,0,0,934.7828,3,16,11
"22823",2013,"Austria","Turkey",0,0,0,0,1275.02,11,16,15
"22824",2013,"Austria","United Kingdom",0,0,0,0,1238.199,11,16,2
"22826",2013,"Belgium","Austria",0,0,1,0,914.4633,11,8,16
"22827",2013,"Belgium","Belgium",-1,0,0,0,68.44467,-1,8,8
"22828",2013,"Belgium","Croatia",0,0,0,0,1024.412,11,8,22
"22829",2013,"Belgium","Cyprus",0,0,0,0,2904.975,11,8,18
"22830",2013,"Belgium","Denmark",10,0,0,0,767.1575,2,8,17
"22831",2013,"Belgium","Estonia",0,0,0,0,1601.098,11,8,24
"22832",2013,"Belgium","Finland",0,0,0,0,1651.582,11,8,12
"22833",2013,"Belgium","France",0,1,1,0,262.3845,11,8,3
"22834",2013,"Belgium","Germany",0,1,1,0,196.8761,11,8,4
"22835",2013,"Belgium","Greece",2,0,0,0,2089.225,9,8,14
"22836",2013,"Belgium","Iceland",0,0,0,0,2133.168,11,8,19
"22837",2013,"Belgium","Ireland",0,0,0,0,775.6281,11,8,7
"22838",2013,"Belgium","Israel",0,0,0,0,3245.262,11,8,13
"22839",2013,"Belgium","Italy",6,0,0,0,1174.904,5,8,21
"22840",2013,"Belgium","Malta",0,0,0,0,1851.035,11,8,20
"22841",2013,"Belgium","Norway",7,0,0,0,1087.773,4,8,5
"22842",2013,"Belgium","Portugal",0,0,0,0,1711.396,11,8,9
"22843",2013,"Belgium","Slovenia",0,0,0,0,916.7943,11,8,23
"22844",2013,"Belgium","Spain",0,0,0,0,1316.64,11,8,1
"22845",2013,"Belgium","Sweden",1,0,0,0,1283.716,10,8,6
"22846",2013,"Belgium","Switzerland",0,0,1,0,487.4555,11,8,10
"22847",2013,"Belgium","The Netherlands",12,1,1,0,173.0333,1,8,11
"22848",2013,"Belgium","Turkey",0,0,0,0,2179.392,11,8,15
"22849",2013,"Belgium","United Kingdom",0,0,0,0,323.7796,11,8,2
"22851",2013,"Croatia","Austria",0,0,0,1,270.6798,11,22,16
"22852",2013,"Croatia","Belgium",0,0,0,0,1024.412,11,22,8
"22853",2013,"Croatia","Croatia",-1,0,0,0,89.43428,-1,22,22
"22854",2013,"Croatia","Cyprus",0,0,0,0,1882.583,11,22,18
